year,month,day_of_week,source,service_name,agency_responsible,location_type,n,quick
2021,6,2,Phone,Roads - Signs - Traffic and Roadmarking,OS - Mobility,Community Centrepoint,4,4
2021,6,2,Phone,Roads - Signs - Traffic and Roadmarking,TRAN - Roads,Community Centrepoint,7,7
2021,6,2,Phone,Roads - Speed Education,TRAN - Roads,Community Centrepoint,2,2
2021,6,2,Phone,Roads - Street Cleaning Annual Program,OS - Mobility,Community Centrepoint,2,2
2021,6,2,Phone,Roads - Street Cleaning Annual Program,TRAN - Roads,Community Centrepoint,19,18
2021,6,2,Phone,Roads - Streetlight Damage,TRAN - Roads,Community Centrepoint,1,1
2021,6,2,Phone,Roads - Streetlight - General Inquiry,TRAN - Roads,Community Centrepoint,4,4
2021,6,2,Phone,Roads - Streetlight Maintenance,TRAN - Roads,Community Centrepoint,19,19
2021,6,2,Phone,Roads - Street Paving Program,TRAN - Roads,Community Centrepoint,3,3
2021,6,2,Phone,Roads - Traffic or Pedestrian Light Repair,TRAN - Roads,Community Centrepoint,21,21
2021,6,2,Phone,Roads - Traffic Signal Lane Designation Sign,TRAN - Roads,Community Centrepoint,1,1
2021,6,2,Phone,Roads - Traffic Signal Operation Report - Intersection Plan,TRAN - Roads,Community Centrepoint,1,1
2021,6,2,Phone,Roads - Traffic Signal Timing Inquiry,TRAN - Roads,Community Centrepoint,10,10
2021,6,2,Phone,Roads - Wheelchair Slope - Request For,TRAN - Roads,Community Centrepoint,1,1
2021,6,2,Phone,Stewardship of City Owned Land,DCMO - Real Estate and Development Services,Community Centrepoint,6,6
2021,6,2,Phone,Supply - General Inquiries,DCMO - Supply,Community Centrepoint,1,1
2021,6,2,Phone,TI - Major Road Projects Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,3,3
2021,6,2,Phone,TI - Major Transit Projects Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,1,1
2021,6,2,Phone,TI - Special Projects Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,2,2
2021,6,2,Phone,TP - Community Traffic - Cycling - Pedestrian Inquiries,TRAN - Transportation Planning,Community Centrepoint,8,8
2021,6,2,Phone,TP - Driveway Access - New or Widening,TRAN - Transportation Planning,Community Centrepoint,3,3
2021,6,2,Phone,TP - Future Road Planning and Upgrades,TRAN - Transportation Planning,Community Centrepoint,2,2
2021,6,2,Phone,TP - Noise Barrier Wall,TRAN - Transportation Planning,Community Centrepoint,1,1
2021,6,2,Phone,UEP - Odour Inquiries,UEP - Water Services,Community Centrepoint,3,3
2021,6,2,Phone,WATR - Erosion and Sediment Control,UEP - Water Resources,Community Centrepoint,7,7
2021,6,2,Phone,WATR - Major Projects Inquiry,UEP - Water Resources,Community Centrepoint,1,1
2021,6,2,Phone,WATR - Water and Sewer Main Condition Inquiries,UEP - Water Resources,Community Centrepoint,1,1
2021,6,2,Phone,WATR - Water Billing Concerns,UEP - Water Resources,Community Centrepoint,4,4
2021,6,2,Phone,WATS - Basement Seepage,UEP - Water Services,Community Centrepoint,3,3
2021,6,2,Phone,WATS - Bulk Water Station Inquiries,UEP - Water Services,Community Centrepoint,5,5
2021,6,2,Phone,WATS - Bulk Water Station Inquiries,UEP - Water Services,None,2,2
2021,6,2,Phone,WATS - Catch Basin Concerns,UEP - Water Services,Community Centrepoint,5,5
2021,6,2,Phone,WATS - Construction Inquiry,OS - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WATS - Construction Inquiry,UEP - Water Services,Community Centrepoint,18,18
2021,6,2,Phone,WATS - Cross Connection Inquiries,UEP - Water Services,Community Centrepoint,7,7
2021,6,2,Phone,WATS - Drainage Bylaw,UEP - Water Services,Community Centrepoint,6,6
2021,6,2,Phone,WATS - Drainage Concerns,UEP - Water Services,Community Centrepoint,3,3
2021,6,2,Phone,WATS - Emergency Water Temporary Off,UEP - Water Services,Community Centrepoint,22,22
2021,6,2,Phone,WATS - Fire Hydrant,UEP - Water Services,Community Centrepoint,15,15
2021,6,2,Phone,WATS - Fire Hydrant Flow Test,UEP - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WATS - Location of Underground Water Lines,UEP - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WATS - Lot Grading,UEP - Water Services,Community Centrepoint,2,2
2021,6,2,Phone,WATS - Manhole Concerns,UEP - Water Services,Community Centrepoint,3,3
2021,6,2,Phone,WATS - Permanent Water Disconnect,UEP - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WATS - Property Rehab,UEP - Water Services,Community Centrepoint,4,4
2021,6,2,Phone,WATS - Service and Main Valve Issues,UEP - Water Services,Community Centrepoint,16,16
2021,6,2,Phone,WATS - Sewage Back-up,UEP - Water Services,Community Centrepoint,72,72
2021,6,2,Phone,WATS - Sewer Maintenance,UEP - Water Services,Community Centrepoint,34,34
2021,6,2,Phone,WATS - Spills Entering Storm System,UEP - Water Services,Community Centrepoint,10,10
2021,6,2,Phone,WATS - Storm Pond Concerns,UEP - Water Services,Community Centrepoint,4,4
2021,6,2,Phone,WATS - Tap Water Sampling Program,UEP - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WATS - Temporary Water Line Issues,UEP - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WATS - Urgent Water Reconnect,UEP - Water Services,Community Centrepoint,10,10
2021,6,2,Phone,WATS - Water Equipment Pickup,UEP - Water Services,Community Centrepoint,2,2
2021,6,2,Phone,WATS - Water Main Break or Leak,UEP - Water Services,Community Centrepoint,19,19
2021,6,2,Phone,WATS - Water Meter Installation Request,UEP - Water Services,Community Centrepoint,4,4
2021,6,2,Phone,WATS - Water Meter Issues,UEP - Water Services,Community Centrepoint,25,25
2021,6,2,Phone,WATS - Water Off-On Appointment,UEP - Water Services,Community Centrepoint,68,67
2021,6,2,Phone,WATS - Water Outage,UEP - Water Services,Community Centrepoint,13,13
2021,6,2,Phone,WATS - Water Pressure Issues,UEP - Water Services,Community Centrepoint,6,6
2021,6,2,Phone,WATS - Water Quality,UEP - Water Services,Community Centrepoint,12,12
2021,6,2,Phone,WATS - Water Treatment Inquiries,UEP - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WATS - Water Wagon Issues,UEP - Water Services,Community Centrepoint,1,1
2021,6,2,Phone,WRS - Bin Checks,UEP - Waste and Recycling Services,Community Centrepoint,1,1
2021,6,2,Phone,WRS - Brochures,UEP - Waste and Recycling Services,Community Centrepoint,2,2
2021,6,2,Phone,WRS - Cart Management,OS - Waste and Recycling Services,Community Centrepoint,40,40
2021,6,2,Phone,WRS - Cart Management,UEP - Waste and Recycling Services,Community Centrepoint,284,284
2021,6,2,Phone,WRS - Collection Schedule Inquiry,UEP - Waste and Recycling Services,Community Centrepoint,3,3
2021,6,2,Phone,WRS - Commercial Collection Services,UEP - Waste and Recycling Services,Community Centrepoint,45,45
2021,6,2,Phone,WRS - Compost - Green Cart,OS - Waste and Recycling Services,Community Centrepoint,2,2
2021,6,2,Phone,WRS - Compost - Green Cart,UEP - Waste and Recycling Services,Community Centrepoint,119,119
2021,6,2,Phone,WRS - Education Inquiries,UEP - Waste and Recycling Services,None,1,1
2021,6,2,Phone,WRS - Employee - Complaint Compliment,OS - Waste and Recycling Services,Community Centrepoint,4,4
2021,6,2,Phone,WRS - Employee - Complaint Compliment,UEP - Waste and Recycling Services,Community Centrepoint,1,1
2021,6,2,Phone,WRS - Landfill - Accounts and Billing,UEP - Waste and Recycling Services,None,2,2
2021,6,2,Phone,WRS - Landfill - Clean Fill,UEP - Waste and Recycling Services,Community Centrepoint,2,2
2021,6,2,Phone,WRS - Landfill - Disposal Information,UEP - Waste and Recycling Services,None,5,5
2021,6,2,Phone,WRS - Landfill - Industrial Permit or Inquiry,UEP - Waste and Recycling Services,Community Centrepoint,3,3
2021,6,2,Phone,WRS - Landfill - Operations,UEP - Waste and Recycling Services,None,2,2
2021,6,2,Phone,WRS - New Service - Carts,OS - Waste and Recycling Services,Community Centrepoint,1,1
2021,6,2,Phone,WRS - New Service - Carts,UEP - Waste and Recycling Services,Community Centrepoint,35,35
2021,6,2,Phone,WRS - Programs,OS - Waste and Recycling Services,Community Centrepoint,1,1
2021,6,2,Phone,WRS - Programs,UEP - Waste and Recycling Services,Community Centrepoint,19,19
2021,6,2,Phone,WRS - Recycling - Blue Cart,OS - Waste and Recycling Services,Community Centrepoint,3,3
2021,6,2,Phone,WRS - Recycling - Blue Cart,UEP - Waste and Recycling Services,Community Centrepoint,79,79
2021,6,2,Phone,WRS - Recycling - Depots,OS - Waste and Recycling Services,Community Centrepoint,2,2
2021,6,2,Phone,WRS - School Landfill Tours Lottery,UEP - Waste and Recycling Services,None,2,2
2021,6,2,Phone,WRS - Special Collection,UEP - Waste and Recycling Services,Community Centrepoint,2,2
2021,6,2,Phone,WRS - Waste - Residential,OS - Waste and Recycling Services,Community Centrepoint,3,3
2021,6,2,Phone,WRS - Waste - Residential,UEP - Waste and Recycling Services,Community Centrepoint,107,107
2021,6,2,Web,AS - Pick Up Stray,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,2,Web,Bylaw - Material on Public Property,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,2,Web,Bylaw - Waste and Recycling Infractions,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,2,Web,CSC - Calgary.ca Feedback and Issue Report,CFOD - Customer Services and Communications,Community Centrepoint,1,1
2021,6,2,Web,Finance - Property Tax Account Inquiry,CFOD - Finance,Community Centrepoint,2,2
2021,6,2,Web,Parks - Infrastructure - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,6,2,Web,Parks - Weed Control Issues - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,6,2,Web,REC - Booking Inquiry,CS - Calgary Recreation,Community Centrepoint,1,1
2021,6,2,Web,Roads - Boulevard Maintenance,TRAN - Roads,Community Centrepoint,1,1
2021,6,2,Web,Roads - Detour Inquiry,TRAN - Roads,Community Centrepoint,1,1
2021,6,2,Web,Roads - Fence - Noise Barrier - Retaining Wall Repair,TRAN - Roads,Community Centrepoint,1,1
2021,6,2,Web,TI - Connections to South West Ring Road,TRAN - Transportation Infrastructure,Community Centrepoint,1,1
2021,6,2,Web,TP - Future Road Planning and Upgrades,TRAN - Transportation Planning,Community Centrepoint,1,1
2021,6,2,Web,WRS - Compost - Green Cart,UEP - Waste and Recycling Services,Community Centrepoint,1,1
2021,6,3,App,311 Contact Us,CFOD - Customer Services and Communications,Community Centrepoint,190,90
2021,6,3,App,Bylaw - Disturbance and Behavioural Concerns,CS - Calgary Community Standards,Community Centrepoint,4,4
2021,6,3,App,Bylaw - Long Grass - Weeds Infraction,CS - Calgary Community Standards,Community Centrepoint,8,8
2021,6,3,App,Bylaw - Long Grass - Weeds Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,114,114
2021,6,3,App,Bylaw - Material on Public Property,CS - Calgary Community Standards,Community Centrepoint,30,30
2021,6,3,App,Bylaw - Noise Concerns,CS - Calgary Community Standards,Community Centrepoint,9,9
2021,6,3,App,Bylaw - Noise Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,5,5
2021,6,3,App,Bylaw - Property Maintenance Concerns,CS - Calgary Community Standards,Community Centrepoint,7,7
2021,6,3,App,Bylaw - Temporary Signs Infraction on City Property,CS - Calgary Community Standards,Community Centrepoint,26,26
2021,6,3,App,Bylaw - Tree - Shrub Infraction,CS - Calgary Community Standards,Community Centrepoint,18,18
2021,6,3,App,Bylaw - Tree - Shrub Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,6,6
2021,6,3,App,Bylaw - Waste and Recycling Infractions,CS - Calgary Community Standards,Community Centrepoint,12,12
2021,6,3,App,CBS - Infill Construction Concerns,PD - Calgary Building Services,Community Centrepoint,10,10
2021,6,3,App,CBS Inspection - Cancellation or Reschedule,PD - Calgary Building Services,Community Centrepoint,1,1
2021,6,3,App,CBS Inspection - Commercial or Multi-Family,PD - Calgary Building Services,Community Centrepoint,30,30
2021,6,3,App,CBS Inspection - Electrical,PD - Calgary Building Services,Community Centrepoint,96,96
2021,6,3,App,CBS Inspection - Furnace Replacement,PD - Calgary Building Services,Community Centrepoint,5,5
2021,6,3,App,CBS Inspection - Gas,PD - Calgary Building Services,Community Centrepoint,7,7
2021,6,3,App,CBS Inspection - Gas Fireplace Installation,PD - Calgary Building Services,Community Centrepoint,3,3
2021,6,3,App,CBS Inspection - Heating and Ventilation,PD - Calgary Building Services,Community Centrepoint,17,17
2021,6,3,App,CBS Inspection - Plumbing,PD - Calgary Building Services,Community Centrepoint,41,41
2021,6,3,App,CBS Inspection - Residential Improvement Project - RIP,PD - Calgary Building Services,Community Centrepoint,49,49
2021,6,3,App,CBS Inspection - SCP - New Home,PD - Calgary Building Services,Community Centrepoint,6,6
2021,6,3,App,CFD - Business Licence Inspection - FHB,CS - Calgary Fire,Community Centrepoint,6,6
2021,6,3,App,City Clerk's - Election Question,LL - City Clerk's,Community Centrepoint,3,3
2021,6,3,App,CN - Subsidized Programs - Fair Entry,CS - Calgary Neighbourhoods,Community Centrepoint,8,8
2021,6,3,App,Compliance - Business Licence Concern,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,App,Compliance - Taxi/Limousine/TNC (Ride Sharing) Concern,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,6,3,App,Corporate - Encampment Concerns,CS - Calgary Community Standards,Community Centrepoint,12,12
2021,6,3,App,Corporate - Graffiti Concerns,CS - Calgary Community Standards,Community Centrepoint,123,123
2021,6,3,App,Corporate - Graffiti Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,3,3
2021,6,3,App,Parks - Branching Out Tree Program,CS - Calgary Parks,Community Centrepoint,9,9
2021,6,3,App,Parks - Garbage - WAM,CS - Calgary Parks,Community Centrepoint,50,50
2021,6,3,App,Parks - Infrastructure - WAM,CS - Calgary Parks,Community Centrepoint,10,10
2021,6,3,App,Parks - Irrigation Maintenance - WAM,CS - Calgary Parks,Community Centrepoint,8,8
2021,6,3,App,Parks - Maintenance - WAM,CS - Calgary Parks,Community Centrepoint,11,11
2021,6,3,App,Parks - Mowing Request - WAM,CS - Calgary Parks,Community Centrepoint,57,57
2021,6,3,App,Parks - Natural Area Maintenance - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,6,3,App,Parks - Pathway Concern - WAM,CS - Calgary Parks,Community Centrepoint,17,17
2021,6,3,App,Parks - Snow and Ice Concerns - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,6,3,App,Parks - Tree Concern - WAM,CS - Calgary Parks,Community Centrepoint,141,141
2021,6,3,App,Parks - Tree Concern - WAM,OS - Parks and Open Spaces,Community Centrepoint,3,3
2021,6,3,App,Parks - Wildlife Management,CS - Calgary Parks,Community Centrepoint,11,11
2021,6,3,App,Parks - Wildlife Management,CS - Calgary Parks,None,1,1
2021,6,3,App,Parks - Wildlife Sightings,CS - Calgary Parks,Community Centrepoint,14,14
2021,6,3,App,Roads - Backlane Maintenance,OS - Mobility,Community Centrepoint,2,1
2021,6,3,App,Roads - Backlane Maintenance,TRAN - Roads,Community Centrepoint,29,29
2021,6,3,App,Roads - Boulevard Maintenance,TRAN - Roads,Community Centrepoint,5,5
2021,6,3,App,Roads - Dead Animal Pick-Up,TRAN - Roads,Community Centrepoint,35,35
2021,6,3,App,Roads - Debris on Backlane,TRAN - Roads,Community Centrepoint,14,14
2021,6,3,App,Roads - Debris on Street/Sidewalk/Boulevard,TRAN - Roads,Community Centrepoint,25,25
2021,6,3,App,Roads - Detour Inquiry,OS - Mobility,Community Centrepoint,3,3
2021,6,3,App,Roads - Detour Inquiry,TRAN - Roads,Community Centrepoint,3,3
2021,6,3,App,Roads - Fence - Noise Barrier - Retaining Wall Repair,TRAN - Roads,Community Centrepoint,9,9
2021,6,3,App,Roads - Pothole Maintenance,TRAN - Roads,Community Centrepoint,32,32
2021,6,3,App,Roads - Roadway Maintenance,OS - Mobility,Community Centrepoint,1,1
2021,6,3,App,Roads - Roadway Maintenance,TRAN - Roads,Community Centrepoint,27,21
2021,6,3,App,Roads - Sidewalk - Curb and Gutter Repair,OS - Mobility,Community Centrepoint,1,1
2021,6,3,App,Roads - Sidewalk - Curb and Gutter Repair,TRAN - Roads,Community Centrepoint,52,50
2021,6,3,App,Roads - Signs - Missing - Damaged,OS - Mobility,Community Centrepoint,6,6
2021,6,3,App,Roads - Signs - Missing - Damaged,TRAN - Roads,Community Centrepoint,56,56
2021,6,3,App,Roads - Signs - Traffic and Roadmarking,OS - Mobility,Community Centrepoint,8,8
2021,6,3,App,Roads - Signs - Traffic and Roadmarking,TRAN - Roads,Community Centrepoint,7,6
2021,6,3,App,Roads - Street Cleaning Annual Program,TRAN - Roads,Community Centrepoint,16,16
2021,6,3,App,Roads - Streetlight Damage,TRAN - Roads,Community Centrepoint,3,3
2021,6,3,App,Roads - Streetlight Maintenance,TRAN - Roads,Community Centrepoint,12,12
2021,6,3,App,Roads - Traffic or Pedestrian Light Repair,TRAN - Roads,Community Centrepoint,14,14
2021,6,3,App,Roads - Traffic Signal Timing Inquiry,TRAN - Roads,Community Centrepoint,13,13
2021,6,3,App,TP - Noise Barrier Wall,TRAN - Transportation Planning,Community Centrepoint,1,1
2021,6,3,App,WATS - Catch Basin Concerns,UEP - Water Services,Community Centrepoint,15,15
2021,6,3,App,WATS - Fire Hydrant,UEP - Water Services,Community Centrepoint,12,12
2021,6,3,App,WATS - Manhole Concerns,UEP - Water Services,Community Centrepoint,1,1
2021,6,3,App,WATS - Service and Main Valve Issues,UEP - Water Services,Community Centrepoint,10,10
2021,6,3,App,WATS - Sewer Maintenance,UEP - Water Services,Community Centrepoint,5,5
2021,6,3,Other,311 Contact Us,CFOD - Customer Services and Communications,Community Centrepoint,36,23
2021,6,3,Other,311 Contact Us,CFOD - Customer Services and Communications,None,12,7
2021,6,3,Other,After Hours Office of the Councillors - General Inquiry,Elected Officials,Community Centrepoint,5,5
2021,6,3,Other,After Hours Transit - General Concerns,TRAN - Calgary Transit,Community Centrepoint,12,12
2021,6,3,Other,Animal / Bylaw - Employee Complaint - Compliment,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,6,3,Other,Animal / Bylaw - Information Request,CS - Calgary Community Standards,Community Centrepoint,5,5
2021,6,3,Other,AS - Animal at Large,CS - Calgary Community Standards,Community Centrepoint,6,6
2021,6,3,Other,AS - Animal Bite,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,6,3,Other,AS - Animal Chase - Threat,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,AS - Animal Damaging Pet or Property,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,AS - Animal Licence - Concerns on Existing,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,AS - Animal Noise,CS - Calgary Community Standards,Community Centrepoint,12,12
2021,6,3,Other,AS - Animal Noise,CS - Calgary Community Standards,None,1,1
2021,6,3,Other,AS - Animal Tethered -Tied,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,AS - Dog Defecation,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,AS - Dog Defecation,CS - Calgary Community Standards,None,2,2
2021,6,3,Other,AS - Livestock - Bird(s) in the City,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,AS - Livestock Emotional Support Animal,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,AS - Lost and Found Animal,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,6,3,Other,ASMT - Assessment General Concern - After Hours and Overflow,CFOD - Assessment,Community Centrepoint,2,2
2021,6,3,Other,AS - Pick Up Stray,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,Bylaw - Cannabis Concerns,CS - Calgary Community Standards,Community Centrepoint,2,2
2021,6,3,Other,Bylaw - Disturbance and Behavioural Concerns,CS - Calgary Community Standards,Community Centrepoint,47,47
2021,6,3,Other,Bylaw - Disturbance and Behavioural Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2021,6,3,Other,Bylaw - Long Grass - Weeds Infraction,CS - Calgary Community Standards,Community Centrepoint,6,6
2021,6,3,Other,Bylaw - Long Grass - Weeds Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,43,43
2021,6,3,Other,Bylaw - Material on Public Property,CS - Calgary Community Standards,Community Centrepoint,39,39
2021,6,3,Other,Bylaw - Noise Concerns,CS - Calgary Community Standards,Community Centrepoint,10,10
2021,6,3,Other,Bylaw - Noise Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,6,6
2021,6,3,Other,Bylaw - Permit - Noise Exemption,CS - Calgary Community Standards,Community Centrepoint,17,17
2021,6,3,Other,Bylaw - Property Maintenance Concerns,CS - Calgary Community Standards,Community Centrepoint,3,3
2021,6,3,Other,Bylaw - Property Maintenance Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2021,6,3,Other,Bylaw - Temporary Signs Infraction on City Property,CS - Calgary Community Standards,Community Centrepoint,15,15
2021,6,3,Other,Bylaw - Tree - Shrub Infraction,CS - Calgary Community Standards,Community Centrepoint,22,22
2021,6,3,Other,Bylaw - Tree - Shrub Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,85,85
2021,6,3,Other,Bylaw - Vandalism and Property Damage Concerns,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,Bylaw - Vehicle Concerns,CS - Calgary Community Standards,Community Centrepoint,9,9
2021,6,3,Other,Bylaw - Waste and Recycling Infractions,CS - Calgary Community Standards,Community Centrepoint,15,15
2021,6,3,Other,Bylaw - Water Services Request,CS - Calgary Community Standards,Community Centrepoint,1,1
2021,6,3,Other,CAI - City Online - Concern,DCMO - Corporate Analytics and Innovation,None,4,4
2021,6,3,Other,CAI - Open Data Catalogue Inquiry,DCMO - Corporate Analytics and Innovation,None,1,1
2021,6,3,Other,Calgary Housing - General Inquiry,CS - Calgary Housing,Community Centrepoint,1,1
2021,6,3,Other,CBS - Business Customer Email Submission,PD - Calgary Building Services,None,12,12
2021,6,3,Other,CBS - Code Inquiry,PD - Calgary Building Services,Community Centrepoint,10,10
2021,6,3,Other,CBS - Code Inquiry,PD - Calgary Building Services,None,3,3
2021,6,3,Other,CBS Concern - Building Without a Permit,PD - Calgary Building Services,Community Centrepoint,5,5
2021,6,3,Other,CBS Concern - Electrical,PD - Calgary Building Services,Community Centrepoint,5,5
2021,6,3,Other,CBS - DCI - Vehicle Infractions,PD - Calgary Building Services,Community Centrepoint,8,8
2021,6,3,Other,CBS - DCI - Vehicle Infractions,"PDS - Development, Business and Building Services",Community Centrepoint,1,1
2021,6,3,Other,CBS - Infill Construction Concerns,PD - Calgary Building Services,Community Centrepoint,2,2
2021,6,3,Other,CBS Inspection - Cancellation or Reschedule,PD - Calgary Building Services,Community Centrepoint,12,12
2021,6,3,Other,CBS Inspection - Commercial or Multi-Family,PD - Calgary Building Services,Community Centrepoint,34,34
2021,6,3,Other,CBS Inspection - Commercial or Multi-Family,PD - Calgary Building Services,None,2,2
2021,6,3,Other,CBS Inspection - Electrical,PD - Calgary Building Services,Community Centrepoint,74,74
2021,6,3,Other,CBS Inspection - Furnace Replacement,PD - Calgary Building Services,Community Centrepoint,13,13
2021,6,3,Other,CBS Inspection - Gas,PD - Calgary Building Services,Community Centrepoint,7,7
2021,6,3,Other,CBS Inspection - Gas Fireplace Installation,PD - Calgary Building Services,Community Centrepoint,3,3
2021,6,3,Other,CBS Inspection - Heating and Ventilation,PD - Calgary Building Services,Community Centrepoint,4,4
2021,6,3,Other,CBS Inspection - Plumbing,PD - Calgary Building Services,Community Centrepoint,16,16
2021,6,3,Other,CBS Inspection - Residential Improvement Project - RIP,PD - Calgary Building Services,Community Centrepoint,46,46
2021,6,3,Other,CBS Inspection - SCP - New Home,PD - Calgary Building Services,Community Centrepoint,14,14
2021,6,3,Other,CBS - Planning and Development - After Hours SR,PD - Calgary Building Services,Community Centrepoint,14,14
2021,6,3,Other,CBS - RIM - Property Research,PD - Calgary Building Services,Community Centrepoint,35,35
2021,6,3,Other,CFD - Business Licence Inspection - FHB,CS - Calgary Fire,Community Centrepoint,10,10
2021,6,3,Other,CFD - Fire Code and General Inquiries - FHB,CS - Calgary Fire,Community Centrepoint,3,3
2021,6,3,Other,CFD - Fire Safety Plan Review - FHB,CS - Calgary Fire,Community Centrepoint,2,2
2021,6,3,Other,CFD - Fire Safety Presentation,CS - Calgary Fire,None,11,11
2021,6,3,Other,CFD - Incident Report Request,CS - Calgary Fire,Community Centrepoint,3,3
2021,6,3,Other,CFD - Land Search - Property Search,CS - Calgary Fire,Community Centrepoint,5,5
2021,6,3,Other,CFD - Life Safety Systems Inspection - FHB,CS - Calgary Fire,Community Centrepoint,20,20
2021,6,3,Other,CFD - Life Safety Systems Inspection - FHB,CS - Calgary Fire,None,1,1
2021,6,3,Other,CFD - Mobile Food Concession Inspection - FHB,CS - Calgary Fire,Community Centrepoint,1,1
2021,6,3,Other,CFD - Provincial Accreditation or Licence Inspection - FHB,CS - Calgary Fire,Community Centrepoint,1,1
2021,6,3,Other,CFD - Special Events Inspection - FHB,CS - Calgary Fire,Community Centrepoint,1,1
2021,6,3,Other,City Clerk's - Municipal Election Question,LLSS - City Clerk's Office,None,1,1
2021,6,3,Other,CN - General Concerns,CS - Calgary Neighbourhoods,Community Centrepoint,2,2
2021,6,3,Other,CN - New Audible/Accessible Pedestrian Signal,CS - Calgary Neighbourhoods,None,1,1
2021,6,3,Other,CN - Subsidized Programs - Fair Entry,CS - Calgary Neighbourhoods,Community Centrepoint,27,27
2021,6,3,Other,CN - Subsidized Programs - Fair Entry,CS - Calgary Neighbourhoods,None,6,6
2021,6,3,Other,CN - Volunteer Request - Summer,CS - Calgary Neighbourhoods,None,1,1
2021,6,3,Other,Compliance - Business Licence Concern,CS - Calgary Community Standards,Community Centrepoint,35,35
2021,6,3,Other,Compliance - Taxi/Limousine/TNC (Ride Sharing) Concern,CS - Calgary Community Standards,Community Centrepoint,9,9
2021,6,3,Other,Compliance - Taxi/Limousine/TNC (Ride Sharing) Concern,CS - Calgary Community Standards,None,1,1
2021,6,3,Other,Corporate - Encampment Concerns,CS - Calgary Community Standards,Community Centrepoint,27,27
2021,6,3,Other,Corporate - Face Covering Concerns,CS - Calgary Community Standards,Community Centrepoint,3,3
2021,6,3,Other,Corporate - Face Covering Concerns,CS - Calgary Community Standards,None,1,1
2021,6,3,Other,Corporate - Graffiti Concerns,CS - Calgary Community Standards,Community Centrepoint,15,15
2021,6,3,Other,Corporate - Graffiti Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2021,6,3,Other,CPA - Employee Complaint - Compliment,OS - Mobility,Community Centrepoint,1,1
2021,6,3,Other,CSC - Calgary.ca Feedback and Issue Report,CFOD - Customer Services and Communications,None,12,12
2021,6,3,Other,CT AC - Trip Feedback,TRAN - Calgary Transit,None,13,13
2021,6,3,Other,CT - Advertising and Communications,TRAN - Calgary Transit,Community Centrepoint,6,6
2021,6,3,Other,CT - Bikes on Transit,TRAN - Calgary Transit,Community Centrepoint,1,1
2021,6,3,Other,CT - Bus or CTrain Vehicle Maintenance,TRAN - Calgary Transit,Community Centrepoint,7,7
2021,6,3,Other,CT - Bus Route or Bus Schedule,TRAN - Calgary Transit,Community Centrepoint,28,28
2021,6,3,Other,CT - Bus Stops,TRAN - Calgary Transit,Community Centrepoint,27,27
2021,6,3,Other,CT - CTrain Schedule,TRAN - Calgary Transit,Community Centrepoint,1,1
2021,6,3,Other,CT - CTrain Stations,TRAN - Calgary Transit,Community Centrepoint,6,6
2021,6,3,Other,CT - Fair Entry Inquiry,TRAN - Calgary Transit,Community Centrepoint,9,9
